57	104	-1	39.9074
94	67	1	1.9004
71	142	-1	39.9074
12	41	1	1.9004
67	88	1	1.9004
131	70	-1	39.9074
65	111	-1	39.9074
70	129	-1	39.9074
69	74	1	1.9004
73	34	-1	39.9074
12	10	1	1.9004
133	34	-1	39.9074
129	106	1	1.9004
130	140	1	1.9004
20	59	-1	39.9074
147	96	-1	39.9074
134	72	-1	39.9074
2	93	-1	39.9074
34	79	-1	39.9074
108	91	-1	39.9074
88	65	1	1.9004
36	64	-1	39.9074
1	91	-1	39.9074
143	14	-1	39.9074
5	132	-1	39.9074
37	1	1	1.9004
122	21	-1	39.9074
131	14	-1	39.9074
52	89	1	1.9004
87	100	-1	39.9074
97	65	1	1.9004
20	112	-1	39.9074
36	97	-1	39.9074
128	12	-1	39.9074
145	4	-1	39.9074
125	125	1	1.9004
7	81	-1	39.9074
141	48	-1	39.9074
120	90	-1	39.9074
118	119	1	1.9004
7	42	1	1.9004
98	73	1	1.9004
145	112	1	1.9004
85	44	-1	39.9074
38	132	-1	39.9074
67	122	-1	39.9074
14	128	-1	39.9074
4	134	-1	39.9074
134	78	-1	39.9074
18	26	1	1.9004
105	124	1	1.9004
5	113	-1	39.9074
143	51	-1	39.9074
95	51	1	1.9004
32	117	-1	39.9074
108	41	-1	39.9074
87	63	1	1.9004
13	3	1	1.9004
73	41	-1	39.9074
50	43	-1	39.9074
25	59	-1	39.9074
104	30	-1	39.9074
99	66	1	1.9004
64	26	-1	39.9074
28	92	-1	39.9074
40	83	-1	39.9074
141	107	1	1.9004
101	143	1	1.9004
116	91	-1	39.9074
142	8	-1	39.9074
40	148	-1	39.9074
115	71	-1	39.9074
102	62	-1	39.9074
57	31	-1	39.9074
57	4	-1	39.9074
70	50	1	1.9004
146	83	-1	39.9074
126	61	-1	39.9074
69	123	-1	39.9074
148	78	-1	39.9074
138	110	1	1.9004
85	145	-1	39.9074
123	143	1	1.9004
96	56	1	1.9004
71	136	-1	39.9074
2	23	1	1.9004
70	81	1	1.9004
8	98	-1	39.9074
133	16	-1	39.9074
65	42	-1	39.9074
147	91	-1	39.9074
38	19	1	1.9004
81	124	-1	39.9074
125	125	1	1.9004
30	81	-1	39.9074
131	18	-1	39.9074
128	134	1	1.9004
32	11	1	1.9004
71	125	-1	39.9074
70	62	1	1.9004
75	18	-1	39.9074
19	130	-1	39.9074
90	39	-1	39.9074
129	8	-1	39.9074
68	108	-1	39.9074
50	60	1	1.9004
79	134	-1	39.9074
116	10	-1	39.9074
41	56	-1	39.9074
129	62	-1	39.9074
35	89	-1	39.9074
71	134	-1	39.9074
140	122	1	1.9004
106	111	1	1.9004
134	9	-1	39.9074
50	0	-1	39.9074
